"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"Clemson","ACC","Wake Forest","ACC","401525517","4015255172","2","false","1","20","80","12","37","1","29","71","10","47","1","50","3","9","PUNT","true","0","0","0","0"
"Wake Forest","ACC","Clemson","ACC","401525517","4015255173","3","false","1","83","83","10","47","1","56","56","8","31","2","16","5","27","PUNT","false","0","0","0","0"
"Clemson","ACC","Wake Forest","ACC","401525517","4015255174","4","false","1","8","92","8","31","1","9","91","8","4","0","27","2","1","FUMBLE","true","0","0","0","0"
"Wake Forest","ACC","Clemson","ACC","401525517","4015255175","5","false","1","9","9","8","4","1","2","2","6","31","1","33","4","7","DOWNS","false","0","0","0","0"
"Clemson","ACC","Wake Forest","ACC","401525517","4015255176","6","false","1","2","98","6","31","1","5","95","5","40","0","51","3","3","PUNT","true","0","0","0","0"
"Wake Forest","ACC","Clemson","ACC","401525517","4015255177","7","true","1","45","45","5","40","1","17","17","2","25","3","15","7","28","FG","false","0","0","3","0"
"Clemson","ACC","Wake Forest","ACC","401525517","4015255178","8","true","1","25","75","2","25","2","100","0","10","18","7","7","16","75","TD","true","0","3","7","3"
"Wake Forest","ACC","Clemson","ACC","401525517","4015255179","9","false","2","75","75","10","18","2","62","62","7","35","2","43","6","13","PUNT","false","3","7","3","7"
"Clemson","ACC","Wake Forest","ACC","401525517","40152551710","10","false","2","3","97","7","35","2","9","91","6","20","1","15","3","6","PUNT","true","7","3","7","3"
"Wake Forest","ACC","Clemson","ACC","401525517","40152551711","11","false","2","42","42","6","20","2","23","23","5","38","0","42","2","19","FUMBLE","false","3","7","3","7"
"Clemson","ACC","Wake Forest","ACC","401525517","40152551712","12","false","2","38","62","5","38","2","58","42","3","4","2","34","6","20","PUNT","true","7","3","7","3"
"Wake Forest","ACC","Clemson","ACC","401525517","40152551713","13","false","2","85","85","3","4","2","79","79","1","57","1","7","3","6","PUNT","false","3","7","3","7"
"Wake Forest","ACC","Clemson","ACC","401525517","40152551714","14","false","2","31","31","1","57","2","21","21","0","0","1","57","6","10","MISSED FG","false","3","7","3","7"
"Clemson","ACC","Wake Forest","ACC","401525517","40152551715","15","true","3","25","75","15","0","3","92","8","7","15","7","45","15","67","FG","true","7","3","10","3"
"Wake Forest","ACC","Clemson","ACC","401525517","40152551716","16","true","3","75","75","7","15","3","4","4","2","20","4","55","12","71","FG","false","3","10","6","10"
"Clemson","ACC","Wake Forest","ACC","401525517","40152551717","17","false","3","25","75","2","20","4","66","34","14","26","2","54","8","41","MISSED FG","true","10","6","10","6"
"Wake Forest","ACC","Clemson","ACC","401525517","40152551718","18","false","4","66","66","14","26","4","68","68","12","54","1","32","3","-2","PUNT","false","6","10","6","10"
"Clemson","ACC","Wake Forest","ACC","401525517","40152551719","19","false","4","22","78","12","54","4","31","69","11","35","1","19","3","9","PUNT","true","10","6","10","6"
"Wake Forest","ACC","Clemson","ACC","401525517","40152551720","20","false","4","79","79","11","35","4","75","75","9","34","2","1","3","4","PUNT","false","6","10","6","10"
"Clemson","ACC","Wake Forest","ACC","401525517","40152551721","21","true","4","39","61","9","34","4","100","0","5","49","3","45","8","61","TD","true","10","6","17","6"
"Wake Forest","ACC","Clemson","ACC","401525517","40152551722","22","true","4","75","75","5","49","4","0","0","1","34","4","15","11","75","TD","false","6","17","12","17"
"Clemson","ACC","Wake Forest","ACC","401525517","40152551723","23","false","4","56","44","1","34","4","87","13","0","0","1","34","5","31","END OF GAME","true","17","12","17","12"
"Florida State","ACC","Virginia Tech","ACC","401525518","4015255181","1","true","1","25","75","15","0","1","100","0","9","13","5","47","13","75","TD","true","0","0","8","0"
"Virginia Tech","ACC","Florida State","ACC","401525518","4015255182","2","false","1","79","79","9","13","1","78","78","7","42","1","31","3","1","PUNT","false","0","8","0","8"
"Florida State","ACC","Virginia Tech","ACC","401525518","4015255183","3","true","1","34","66","7","42","1","100","0","4","44","2","58","7","66","TD","true","8","0","15","0"
"Virginia Tech","ACC","Florida State","ACC","401525518","4015255184","4","false","1","75","75","4","44","1","70","70","3","50","0","54","3","5","PUNT","false","0","15","0","15"
"Florida State","ACC","Virginia Tech","ACC","401525518","4015255185","5","true","1","55","45","3","50","1","100","0","1","34","2","16","7","45","TD","true","15","0","22","0"
"Virginia Tech","ACC","Florida State","ACC","401525518","4015255186","6","false","1","82","82","1","34","1","79","79","0","10","1","24","3","3","PUNT","false","0","22","0","22"
"Florida State","ACC","Virginia Tech","ACC","401525518","4015255187","7","false","1","38","62","0","10","2","39","61","13","39","1","31","4","1","PUNT","true","22","0","22","0"
"Virginia Tech","ACC","Florida State","ACC","401525518","4015255188","8","true","2","88","88","13","39","2","12","12","9","37","4","2","8","76","FG","false","0","22","3","22"
"Florida State","ACC","Virginia Tech","ACC","401525518","4015255189","9","false","2","25","75","9","37","2","22","78","7","41","1","56","3","-3","PUNT","true","22","3","22","3"
"Virginia Tech","ACC","Florida State","ACC","401525518","40152551810","10","true","2","70","70","7","41","2","0","0","0","46","6","55","16","70","TD","false","3","22","10","22"
"Florida State","ACC","Virginia Tech","ACC","401525518","40152551811","11","false","2","25","75","0","46","2","15","85","15","0","0","0","1","-10","END OF HALF","true","22","10","22","10"
"Virginia Tech","ACC","Florida State","ACC","401525518","40152551812","12","true","3","0","0","15","0","3","0","0","14","47","0","13","0","0","TD","false","17","22","17","22"
"Florida State","ACC","Virginia Tech","ACC","401525518","40152551813","13","true","3","25","75","14","47","3","100","0","14","19","0","28","2","75","TD","true","22","17","29","17"
"Virginia Tech","ACC","Florida State","ACC","401525518","40152551814","14","false","3","75","75","14","19","3","65","65","11","59","2","20","4","10","PUNT","false","17","29","17","29"
"Florida State","ACC","Virginia Tech","ACC","401525518","40152551815","15","true","3","21","79","11","59","3","92","8","6","23","5","36","11","71","FG","true","29","17","32","17"
"Virginia Tech","ACC","Florida State","ACC","401525518","40152551816","16","false","3","75","75","6","23","3","57","57","2","12","4","11","5","18","PUNT","false","17","32","17","32"
"Florida State","ACC","Virginia Tech","ACC","401525518","40152551817","17","false","3","9","91","2","12","4","24","76","14","50","2","22","5","15","PUNT","true","32","17","32","17"
"Virginia Tech","ACC","Florida State","ACC","401525518","40152551818","18","false","4","75","75","14","50","4","36","36","8","39","6","11","12","60","DOWNS","false","17","32","17","32"
"Florida State","ACC","Virginia Tech","ACC","401525518","40152551819","19","true","4","15","85","8","39","4","100","0","8","28","0","11","1","85","TD","true","39","17","39","17"
"Virginia Tech","ACC","Florida State","ACC","401525518","40152551820","20","false","4","75","75","8","28","4","52","52","5","57","2","31","6","23","PUNT","false","17","39","17","39"
"Florida State","ACC","Virginia Tech","ACC","401525518","40152551821","21","false","4","17","83","5","57","4","35","65","2","37","3","20","5","18","PUNT","true","39","17","39","17"
"Virginia Tech","ACC","Florida State","ACC","401525518","40152551822","22","false","4","85","85","2","37","4","31","31","1","33","1","4","3","57","FUMBLE","false","17","39","17","39"
"Florida State","ACC","Virginia Tech","ACC","401525518","40152551823","23","false","4","28","72","1","33","4","22","78","0","0","1","33","3","-6","END OF GAME","true","39","17","39","17"
"Georgia Tech","ACC","Miami","ACC","401525519","4015255191","1","false","1","0","0","15","0","1","0","0","14","10","0","50","3","1","PUNT","false","0","0","0","0"
"Miami","ACC","Georgia Tech","ACC","401525519","4015255192","2","false","1","25","75","14","10","1","0","100","9","9","5","1","10","30","DOWNS","true","0","0","0","0"
"Georgia Tech","ACC","Miami","ACC","401525519","4015255193","3","false","1","55","55","9","2","1","0","0","7","10","1","52","3","6","PUNT","false","0","0","0","0"
"Miami","ACC","Georgia Tech","ACC","401525519","4015255194","4","false","1","20","80","7","10","1","0","100","3","53","3","17","7","33","PUNT","true","0","0","0","0"
"Georgia Tech","ACC","Miami","ACC","401525519","4015255195","5","false","1","90","90","3","53","1","0","0","1","23","2","30","4","22","PUNT","false","0","0","0","0"
"Miami","ACC","Georgia Tech","ACC","401525519","4015255196","6","false","1","30","70","1","23","2","0","100","14","0","2","23","5","20","PUNT","true","0","0","0","0"
"Georgia Tech","ACC","Miami","ACC","401525519","4015255197","7","false","2","95","95","14","0","2","0","0","7","49","6","11","11","49","INT","false","0","0","0","0"
"Miami","ACC","Georgia Tech","ACC","401525519","4015255198","8","false","2","35","65","7","49","2","0","100","3","25","4","24","10","44","INT","true","0","0","0","0"
"Georgia Tech","ACC","Miami","ACC","401525519","4015255199","9","false","2","75","75","3","25","2","0","0","1","22","2","3","3","3","PUNT","false","0","0","0","0"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551910","10","true","2","23","77","1","22","2","88","12","0","0","1","22","12","65","FG","true","0","0","3","0"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551911","11","false","3","0","100","14","55","3","0","100","12","1","2","54","5","25","PUNT","true","3","0","3","0"
"Georgia Tech","ACC","Miami","ACC","401525519","40152551912","12","false","3","93","93","12","1","3","0","0","10","36","1","25","3","-1","PUNT","false","0","3","0","3"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551913","13","true","3","50","50","10","36","3","100","0","6","37","3","59","8","50","TD","true","3","0","10","0"
"Georgia Tech","ACC","Miami","ACC","401525519","40152551914","14","true","3","75","75","6","37","3","0","0","3","19","3","18","8","75","TD","false","0","10","7","10"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551915","15","false","3","0","100","3","19","3","0","100","2","35","0","44","2","0","INT","true","10","7","10","7"
"Georgia Tech","ACC","Miami","ACC","401525519","40152551916","16","true","3","26","26","2","35","3","0","0","1","9","1","26","4","26","TD","false","7","10","14","10"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551917","17","false","3","0","100","1","3","4","0","100","14","14","1","49","5","53","INT","true","10","14","10","14"
"Georgia Tech","ACC","Miami","ACC","401525519","40152551918","18","true","4","15","15","14","14","4","9","9","12","11","2","3","4","6","FG","false","14","10","17","10"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551919","19","true","4","25","75","12","11","4","100","0","9","55","2","16","5","75","TD","true","10","17","17","17"
"Georgia Tech","ACC","Miami","ACC","401525519","40152551920","20","false","4","0","0","9","55","4","0","0","8","22","1","33","4","13","INT","false","17","17","17","17"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551921","21","true","4","86","14","8","22","4","79","21","6","23","1","59","4","-7","FG","true","17","17","20","17"
"Georgia Tech","ACC","Miami","ACC","401525519","40152551922","22","false","4","0","0","6","23","4","0","0","5","32","0","51","3","-5","PUNT","false","17","20","17","20"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551923","23","false","4","22","78","5","32","4","0","100","0","26","5","6","10","52","FUMBLE","true","20","17","20","17"
"Georgia Tech","ACC","Miami","ACC","401525519","40152551924","24","true","4","74","74","0","26","4","0","0","0","1","0","25","4","74","TD","false","17","20","23","20"
"Miami","ACC","Georgia Tech","ACC","401525519","40152551925","25","false","4","43","57","0","2","4","50","50","0","0","0","2","1","7","FUMBLE","true","20","23","20","23"
"North Carolina","ACC","Syracuse","ACC","401525520","4015255201","1","true","1","25","75","15","0","1","89","11","10","51","4","9","14","64","FG","true","0","0","3","0"
"Syracuse","ACC","North Carolina","ACC","401525520","4015255202","2","false","1","75","75","10","51","1","59","59","9","0","1","51","6","16","PUNT","false","0","3","0","3"
"North Carolina","ACC","Syracuse","ACC","401525520","4015255203","3","true","1","20","80","9","0","1","100","0","1","33","7","27","16","94","TD","true","3","0","10","0"
"Syracuse","ACC","North Carolina","ACC","401525520","4015255204","4","false","1","75","75","1","33","1","69","69","0","1","1","32","3","6","PUNT","false","0","10","0","10"
"North Carolina","ACC","Syracuse","ACC","401525520","4015255205","5","true","1","23","77","0","1","2","100","0","12","36","2","25","9","77","TD","true","10","0","17","0"
"Syracuse","ACC","North Carolina","ACC","401525520","4015255206","6","false","2","75","75","12","36","2","45","45","9","23","3","13","7","30","PUNT","false","0","17","0","17"
"North Carolina","ACC","Syracuse","ACC","401525520","4015255207","7","true","2","5","95","9","23","2","100","0","6","10","3","13","9","95","TD","true","17","0","24","0"
"Syracuse","ACC","North Carolina","ACC","401525520","4015255208","8","false","2","75","75","6","10","2","71","71","3","32","2","38","5","4","PUNT","false","0","24","0","24"
"North Carolina","ACC","Syracuse","ACC","401525520","4015255209","9","true","2","23","77","3","32","2","95","5","0","7","3","25","12","72","FG","true","24","0","27","0"
"Syracuse","ACC","North Carolina","ACC","401525520","40152552010","10","false","2","75","75","0","7","2","76","76","0","0","0","7","1","-1","END OF HALF","false","0","27","0","27"
"Syracuse","ACC","North Carolina","ACC","401525520","40152552011","11","true","3","75","75","15","0","3","0","0","11","15","3","45","9","75","TD","false","0","27","7","27"
"North Carolina","ACC","Syracuse","ACC","401525520","40152552012","12","true","3","25","75","11","15","3","82","18","6","46","4","29","10","57","FG","true","27","7","30","7"
"Syracuse","ACC","North Carolina","ACC","401525520","40152552013","13","false","3","75","75","6","46","3","48","48","3","5","3","41","7","27","PUNT","false","7","30","7","30"
"North Carolina","ACC","Syracuse","ACC","401525520","40152552014","14","true","3","17","83","3","5","3","100","0","1","41","1","24","4","83","TD","true","30","7","37","7"
"Syracuse","ACC","North Carolina","ACC","401525520","40152552015","15","false","3","75","75","1","41","3","70","70","0","44","0","57","3","5","INT","false","7","37","7","37"
"North Carolina","ACC","Syracuse","ACC","401525520","40152552016","16","false","3","64","36","0","44","4","85","15","14","51","0","53","5","20","FUMBLE","true","37","7","37","7"
"Syracuse","ACC","North Carolina","ACC","401525520","40152552017","17","false","4","84","84","14","51","4","85","85","14","51","0","0","4","0","PUNT","false","7","37","7","37"
"North Carolina","ACC","Syracuse","ACC","401525520","40152552019","18","false","4","25","75","13","17","4","87","13","5","8","8","9","17","62","FG","true","40","7","40","7"
"Syracuse","ACC","North Carolina","ACC","401525520","40152552018","19","true","4","61","61","13","3","4","61","61","5","8","0","0","17","62","PUNT","false","7","37","7","40"
"Syracuse","ACC","North Carolina","ACC","401525520","40152552020","20","false","4","75","75","5","8","4","63","63","3","9","1","59","4","12","INT","false","7","40","7","40"
"North Carolina","ACC","Syracuse","ACC","401525520","40152552021","21","false","4","74","26","3","9","4","73","27","1","27","1","42","4","-1","DOWNS","true","40","7","40","7"
"Marshall","Sun Belt","NC State","ACC","401525521","4015255211","1","false","1","75","75","15","0","1","58","58","13","15","1","45","4","17","PUNT","false","0","0","0","0"
"NC State","ACC","Marshall","Sun Belt","401525521","4015255212","2","false","1","23","77","13","15","1","29","71","12","41","0","34","2","6","INT","true","0","0","0","0"
"Marshall","Sun Belt","NC State","ACC","401525521","4015255213","3","true","1","29","29","12","41","1","0","0","11","14","1","27","4","29","TD","false","0","0","7","0"
"NC State","ACC","Marshall","Sun Belt","401525521","4015255214","4","true","1","57","43","11","7","1","100","0","8","20","2","47","7","43","TD","true","0","7","7","7"
"Marshall","Sun Belt","NC State","ACC","401525521","4015255215","5","false","1","75","75","8","20","1","62","62","6","1","2","19","6","13","PUNT","false","7","7","7","7"
"NC State","ACC","Marshall","Sun Belt","401525521","4015255216","6","false","1","24","76","6","1","1","19","81","3","55","2","6","3","-5","PUNT","true","7","7","7","7"
"Marshall","Sun Belt","NC State","ACC","401525521","4015255217","7","false","1","35","35","3","55","1","32","32","3","10","0","45","4","3","DOWNS","false","7","7","7","7"
"NC State","ACC","Marshall","Sun Belt","401525521","4015255218","8","true","1","32","68","3","10","1","32","68","2","57","0","13","2","0","INT TD","true","7","7","7","14"
"NC State","ACC","Marshall","Sun Belt","401525521","4015255219","9","false","1","25","75","2","57","1","34","66","0","5","2","52","6","9","PUNT","true","7","14","7","14"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552110","10","false","1","71","71","0","5","2","70","70","14","15","0","50","3","1","PUNT","false","14","7","14","7"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552111","11","true","2","45","55","14","15","2","100","0","11","43","2","32","6","55","TD","true","7","14","14","14"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552112","12","false","2","58","58","11","37","2","51","51","9","52","1","45","3","7","FUMBLE","false","14","14","14","14"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552113","13","true","2","61","39","9","52","2","100","0","9","45","0","7","1","39","TD","true","21","14","21","14"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552114","14","false","2","57","57","9","45","2","69","69","7","52","1","53","4","-12","PUNT","false","14","21","14","21"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552115","15","false","2","35","65","7","52","2","40","60","6","30","1","22","3","5","PUNT","true","21","14","21","14"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552116","16","true","2","60","60","6","30","2","26","26","2","34","3","56","9","34","FG","false","14","21","17","21"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552117","17","false","2","25","75","2","34","2","29","71","1","49","0","45","3","4","PUNT","true","21","17","21","17"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552118","18","true","2","66","66","1","49","2","0","0","0","31","1","18","5","66","TD","false","17","21","24","21"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552119","19","false","2","25","75","0","26","2","30","70","0","2","0","24","3","5","PUNT","true","21","24","21","24"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552120","20","false","2","75","75","0","2","2","76","76","0","0","0","2","1","-1","END OF HALF","false","24","21","24","21"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552121","21","false","3","26","74","14","56","3","24","76","14","18","0","38","2","-2","INT","true","21","24","21","24"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552122","22","false","3","45","45","14","18","3","42","42","12","26","1","52","6","3","DOWNS","false","24","21","24","21"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552123","23","true","3","42","58","12","26","3","100","0","9","3","3","23","6","58","TD","true","21","24","28","24"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552124","24","true","3","75","75","9","3","3","0","0","7","31","1","32","5","75","TD","false","24","28","31","28"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552125","25","true","3","32","68","7","26","3","100","0","6","43","0","43","2","68","TD","true","28","31","35","31"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552126","26","true","3","75","75","6","43","3","9","9","1","24","5","19","10","66","FG","false","31","35","34","35"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552127","27","true","3","32","68","1","17","4","77","23","14","44","1","33","5","45","FG","true","35","34","38","34"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552128","28","false","4","56","56","14","44","4","48","48","13","21","1","23","4","8","FUMBLE","false","34","38","34","38"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552129","29","false","4","48","52","13","21","4","40","60","11","41","1","40","3","-8","PUNT","true","38","34","38","34"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552130","30","false","4","86","86","11","41","4","80","80","10","19","1","22","3","6","PUNT","false","34","38","34","38"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552131","31","true","4","46","54","10","19","4","91","9","7","3","3","16","7","45","FG","true","38","34","41","34"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552132","32","false","4","75","75","7","3","4","75","75","6","51","0","12","1","0","INT","false","34","41","34","41"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552133","33","true","4","91","9","6","51","4","100","0","6","4","0","47","2","9","TD","true","41","34","48","34"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552134","34","true","4","76","76","5","59","4","0","0","1","29","4","30","16","76","TD","false","34","48","41","48"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552135","35","false","4","56","44","1","28","4","52","48","0","51","0","37","4","-4","PUNT","true","48","41","48","41"
"Marshall","Sun Belt","NC State","ACC","401525521","40152552136","36","false","4","97","97","0","51","4","89","89","0","28","0","23","4","8","DOWNS","false","41","48","41","48"
"NC State","ACC","Marshall","Sun Belt","401525521","40152552137","37","false","4","89","11","0","28","4","88","12","0","0","0","28","1","-1","END OF GAME","true","48","41","48","41"
"Virginia","ACC","William & Mary","CAA","401525522","4015255221","1","false","1","15","85","15","0","1","12","88","13","27","1","33","3","-3","PUNT","true","0","0","0","0"
"William & Mary","CAA","Virginia","ACC","401525522","4015255222","2","true","1","44","44","13","27","1","21","21","10","7","3","20","8","23","FG","false","0","0","3","0"
"Virginia","ACC","William & Mary","CAA","401525522","4015255223","3","true","1","0","100","10","7","1","0","100","5","52","4","15","10","41","FG","true","0","3","3","3"
"William & Mary","CAA","Virginia","ACC","401525522","4015255224","4","true","1","0","0","5","52","1","0","0","1","35","4","17","8","48","FG","false","3","3","6","3"
"Virginia","ACC","William & Mary","CAA","401525522","4015255225","5","false","1","0","100","1","35","2","0","100","14","22","2","13","5","35","FUMBLE","true","3","6","3","6"
"William & Mary","CAA","Virginia","ACC","401525522","4015255226","6","true","2","4","4","14","22","2","0","0","12","4","2","18","4","4","TD","false","6","3","13","3"
"Virginia","ACC","William & Mary","CAA","401525522","4015255227","7","true","2","0","100","12","4","2","0","100","9","31","2","33","6","66","TD","true","3","13","10","13"
"William & Mary","CAA","Virginia","ACC","401525522","4015255228","8","false","2","0","0","9","31","2","0","0","7","29","2","2","3","9","PUNT","false","13","10","13","10"
"Virginia","ACC","William & Mary","CAA","401525522","4015255229","9","true","2","35","65","7","29","2","0","100","2","38","4","51","8","45","FG","true","10","13","13","13"
"William & Mary","CAA","Virginia","ACC","401525522","40152552210","10","false","2","87","87","2","38","2","0","0","1","35","1","3","3","2","PUNT","false","13","13","13","13"
"Virginia","ACC","William & Mary","CAA","401525522","40152552211","11","false","2","40","60","1","35","2","29","71","1","11","0","24","3","-11","PUNT","true","13","13","13","13"
"William & Mary","CAA","Virginia","ACC","401525522","40152552212","12","false","2","34","34","1","11","2","21","21","0","55","0","16","3","13","FUMBLE","false","13","13","13","13"
"Virginia","ACC","William & Mary","CAA","401525522","40152552213","13","true","2","21","79","0","55","2","0","100","0","7","0","48","6","79","TD","true","13","13","20","13"
"William & Mary","CAA","Virginia","ACC","401525522","40152552214","14","false","2","0","0","0","7","2","0","0","0","0","0","7","1","0","END OF HALF","false","13","20","13","20"
"William & Mary","CAA","Virginia","ACC","401525522","40152552215","15","false","3","0","0","15","0","3","0","0","13","10","1","50","3","6","PUNT","false","13","20","13","20"
"Virginia","ACC","William & Mary","CAA","401525522","40152552216","16","false","3","31","69","13","10","3","0","100","10","52","2","18","6","54","INT","true","20","13","20","13"
"William & Mary","CAA","Virginia","ACC","401525522","40152552217","17","false","3","80","80","10","52","3","0","0","3","44","7","8","14","70","DOWNS","false","13","20","13","20"
"Virginia","ACC","William & Mary","CAA","401525522","40152552218","18","true","3","10","90","3","44","4","0","100","11","11","7","33","16","90","TD","true","20","13","27","13"
"William & Mary","CAA","Virginia","ACC","401525522","40152552219","19","false","4","0","0","11","11","4","0","0","4","45","6","26","13","55","DOWNS","false","13","27","13","27"
"Virginia","ACC","William & Mary","CAA","401525522","40152552220","20","false","4","20","80","4","45","4","0","100","0","0","4","45","10","73","END OF GAME","true","27","13","27","13"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","4015258571","1","false","1","75","75","15","0","1","72","72","13","18","1","42","3","3","PUNT","false","0","0","0","0"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","4015258572","2","true","1","28","72","13","18","1","100","0","7","54","5","24","15","72","TD","true","0","0","7","0"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","4015258573","3","false","1","75","75","7","54","1","65","65","6","44","1","10","3","10","INT","false","0","7","0","7"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","4015258574","4","false","1","29","71","6","44","1","34","66","5","21","1","23","3","5","PUNT","true","7","0","7","0"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","4015258575","5","false","1","76","76","5","21","1","73","73","4","2","1","19","3","3","PUNT","false","0","7","0","7"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","4015258576","6","true","1","28","72","4","2","1","75","25","0","4","3","58","8","47","FG","true","7","0","10","0"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","4015258577","7","true","1","92","92","0","4","2","0","0","11","59","3","5","7","92","TD","false","0","10","7","10"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","4015258578","8","false","2","25","75","11","59","2","96","4","5","56","6","3","12","71","MISSED FG","true","10","7","10","7"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","4015258579","9","false","2","84","84","5","56","2","68","68","4","3","1","53","5","16","PUNT","false","7","10","7","10"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585710","10","true","2","20","80","4","3","2","83","17","0","55","3","8","8","63","FG","true","10","7","13","7"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585711","11","true","2","75","75","0","55","2","75","75","0","34","0","21","3","0","INT TD","false","7","13","7","20"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585712","12","false","2","75","75","0","34","2","66","66","0","1","0","33","4","9","PUNT","false","7","20","7","20"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585713","13","false","2","9","91","0","1","2","8","92","0","0","0","1","1","-1","END OF HALF","true","20","7","20","7"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585714","14","true","3","33","67","15","0","3","64","36","12","3","2","57","8","31","FG","true","20","7","23","7"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585715","15","false","3","75","75","12","3","3","13","13","8","25","3","38","10","43","FUMBLE","false","7","23","7","23"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585716","16","true","3","32","68","8","25","3","86","14","4","47","3","38","6","54","FG","true","23","7","26","7"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585717","17","true","3","65","65","4","47","3","0","0","0","17","4","30","10","65","TD","false","7","26","15","26"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585718","18","false","3","40","60","0","17","4","45","55","14","11","1","6","3","5","PUNT","true","26","15","26","15"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585719","19","false","4","81","81","14","11","4","74","74","12","49","1","22","4","7","DOWNS","false","15","26","15","26"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585720","20","true","4","74","26","12","49","4","92","8","11","31","1","18","5","18","FG","true","26","15","29","15"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585721","21","true","4","75","75","11","31","4","0","0","8","56","2","35","8","75","TD","false","15","29","21","29"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585722","22","false","4","35","65","8","56","4","60","40","5","17","3","39","7","25","DOWNS","true","29","21","29","21"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585723","23","false","4","60","60","5","17","4","35","35","3","24","1","53","6","25","INT","false","21","29","21","29"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585724","24","false","4","29","71","3","24","4","32","68","3","0","0","24","3","3","PUNT","true","29","21","29","21"
"Kansas State","Big 12","Oklahoma State","Big 12","401525857","40152585725","25","false","4","75","75","3","0","4","56","56","1","59","1","1","6","19","DOWNS","false","21","29","21","29"
"Oklahoma State","Big 12","Kansas State","Big 12","401525857","40152585726","26","false","4","56","44","1","59","4","50","50","0","0","1","59","3","-6","END OF GAME","true","29","21","29","21"
"Texas Tech","Big 12","Baylor","Big 12","401525858","4015258582","1","true","1","75","75","0","0","2","3","3","0","0","5","14","11","75","TD","false","0","0","7","0"
"Baylor","Big 12","Texas Tech","Big 12","401525858","4015258584","2","false","1","26","74","0","0","2","60","40","6","15","3","31","7","33","DOWNS","true","0","7","0","7"
